CO(GT);PT08.S1(CO);C6H6(GT);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);T;RH;AH
2.7;1322.0;13.8;565.0;568.0;241.0;1208.0;12.2;34.3;0.4864
2.7;1301.0;12.7;532.0;574.0;214.0;1255.0;13.5;35.0;0.5396
2.1;1280.0;11.4;459.0;597.0;174.0;1246.0;14.9;34.9;0.5869
2.0;1256.0;10.2;407.0;612.0;157.0;1240.0;15.7;34.5;0.6111
2.4;1358.0;14.3;434.0;545.0;170.0;1344.0;14.7;37.2;0.618
6.7;1713.0;32.4;980.0;383.0;212.0;1870.0;12.2;44.8;0.6342
6.4;1655.0;29.0;966.0;393.0;249.0;1758.0;10.3;52.4;0.6578
3.9;1444.0;17.6;646.0;485.0;231.0;1414.0;9.3;55.5;0.6503
2.7;1314.0;12.6;471.0;571.0;216.0;1271.0;8.3;57.6;0.6304
3.0;1368.0;15.5;528.0;524.0;217.0;1350.0;6.3;65.1;0.6237
2.1;1195.0;9.1;378.0;645.0;203.0;1149.0;6.5;63.1;0.6132
1.2;1083.0;6.4;235.0;734.0;161.0;1067.0;6.0;62.7;0.589
1.2;1055.0;5.1;217.0;781.0;147.0;1030.0;5.1;65.4;0.5797
0.7;973.0;3.3;141.0;887.0;111.0;954.0;4.7;64.6;0.5568
0.9;1039.0;5.3;180.0;778.0;113.09125081011017;1031.0;2.9;72.2;0.5523
0.8;949.0;3.1;158.0;895.0;115.0;948.0;5.0;63.5;0.5575
0.4;920.0;2.2;87.0;974.0;80.0;920.0;3.9;65.5;0.5367
0.7;989.0;3.9;194.0;843.0;122.0;988.0;1.8;74.5;0.5271
1.4;1100.0;6.9;401.0;714.0;186.0;1075.0;1.8;73.7;0.5198
4.0;1411.0;19.7;887.0;492.0;306.0;1472.0;2.3;70.9;0.5182
3.9;1328.0;20.1;654.0;499.0;301.0;1405.0;4.4;61.1;0.5176
3.1;1308.0;16.3;566.0;534.0;274.0;1325.0;7.7;49.8;0.5267
3.2;1280.0;14.3;649.0;558.0;247.0;1277.0;12.1;36.9;0.5212
1.5;1056.0;7.0;309.0;735.0;169.0;1028.0;15.0;28.5;0.4821
1.2;1019.0;6.3;229.0;781.0;138.0;994.0;14.5;28.3;0.4665
1.9;1084.0;8.6;312.0;712.0;149.0;1085.0;12.9;31.8;0.4707
1.5;998.0;6.6;276.0;792.0;165.0;979.0;12.1;32.3;0.4548
1.4;987.0;6.1;236.0;816.0;156.0;959.0;11.3;33.5;0.4476
1.9;1079.0;8.8;312.0;719.0;184.0;1018.0;11.4;32.6;0.4373
2.2;1096.0;9.4;345.0;687.0;197.0;1085.0;9.1;37.8;0.4372
3.0;1146.0;11.8;386.0;639.0;204.0;1169.0;8.1;41.0;0.4458
2.6;1125.0;11.3;356.0;653.0;207.0;1147.0;7.7;41.9;0.4409
2.8;1130.0;9.7;467.0;680.0;208.0;1102.0;7.1;43.9;0.4433
1.6;1017.0;5.8;287.0;807.0;174.0;958.0;6.3;45.8;0.4408
1.3;1017.0;5.3;239.0;843.0;157.0;946.0;6.0;46.1;0.4351
1.6;1041.0;5.3;266.0;828.0;166.0;947.0;5.5;49.0;0.4471
1.5;1034.0;5.1;261.0;816.0;167.0;952.0;4.9;52.0;0.4548
1.3;1009.0;4.8;223.0;828.0;154.0;939.0;4.1;54.7;0.4536
1.6;1105.0;6.4;180.0;735.0;113.09125081011017;997.0;2.1;64.2;0.4633
2.0;1084.0;7.0;272.0;703.0;164.0;1017.0;1.5;66.2;0.4571
1.3;989.0;4.4;226.0;815.0;149.0;936.0;1.0;67.7;0.4523
0.9;1047.0;5.6;250.0;757.0;150.0;957.0;0.8;69.9;0.4591
1.4;1091.0;7.3;402.0;705.0;205.0;1021.0;1.3;67.2;0.4598
3.1;1263.0;12.7;708.0;614.0;283.0;1198.0;2.0;63.6;0.4564
4.1;1165.0;11.3;759.0;646.0;310.0;1134.0;4.1;52.7;0.4345
1.3;966.0;4.9;302.0;877.0;200.0;890.0;7.5;39.2;0.4091
0.9;927.0;3.8;210.0;932.0;147.0;847.0;9.0;34.5;0.398
1.0;909.0;3.4;180.0;960.0;128.0;838.0;9.2;34.5;0.4025
1.0;941.0;4.2;165.0;922.0;121.0;880.0;9.3;33.8;0.3981
1.1;903.0;3.7;180.0;932.0;129.0;850.0;9.3;33.1;0.3874
0.8;891.0;3.3;147.0;991.0;110.0;819.0;9.7;30.8;0.3716
1.0;904.0;3.4;177.0;968.0;126.0;824.0;9.6;31.1;0.3718
0.9;900.0;3.1;157.0;990.0;121.0;807.0;8.6;32.8;0.3669
0.9;926.0;4.3;195.0;933.0;142.0;847.0;7.2;35.0;0.3567
1.6;999.0;6.2;263.0;846.0;174.0;915.0;6.4;36.8;0.3566
1.4;994.0;5.2;239.0;854.0;168.0;917.0;6.0;40.2;0.3773
1.4;1010.0;5.8;267.0;826.0;180.0;944.0;5.5;42.6;0.3874
1.1;938.0;3.5;214.0;934.0;157.0;870.0;4.9;43.7;0.3809
1.2;983.0;4.9;236.0;869.0;162.0;898.0;4.2;43.2;0.3605
1.8;963.0;4.7;251.0;900.0;173.0;834.0;4.0;39.2;0.3228
1.4;962.0;4.9;255.0;902.0;176.0;843.0;3.7;40.1;0.323
1.4;980.0;5.0;235.0;854.0;172.0;876.0;3.1;47.1;0.3638
0.9;914.0;2.9;180.0;972.0;113.09125081011017;832.0;2.6;48.8;0.3658
1.8;898.0;2.6;129.0;987.0;108.0;825.0;0.8;53.8;0.3542
0.8;854.0;1.8;95.0;1070.0;88.0;788.0;1.2;51.9;0.3515
0.7;838.0;1.3;95.0;1146.0;85.0;774.0;1.0;52.2;0.3489
0.7;831.0;1.5;100.0;1132.0;88.0;787.0;0.6;53.3;0.3467
0.6;833.0;1.3;110.0;1169.0;94.0;771.0;0.8;52.8;0.3468
0.8;870.0;2.0;149.0;1091.0;115.0;791.0;0.3;53.7;0.3424
1.3;984.0;4.3;197.0;891.0;137.0;908.0;4.1;42.9;0.3551
2.0;1065.0;6.7;351.0;780.0;212.0;979.0;8.0;33.3;0.3591
1.7;968.0;4.6;249.0;886.0;173.0;840.0;10.7;25.2;0.3242
1.2;911.0;3.5;188.0;981.0;135.0;790.0;11.1;23.5;0.3105
1.0;868.0;2.1;127.0;1081.0;100.0;753.0;10.6;26.0;0.332
0.8;868.0;1.9;96.0;1128.0;78.0;755.0;10.3;27.7;0.3481
1.0;904.0;2.7;138.0;1040.0;100.0;789.0;10.2;28.3;0.3516
1.4;944.0;3.7;217.0;928.0;150.0;832.0;9.2;29.9;0.3479
1.1;925.0;2.9;186.0;1003.0;142.0;819.0;6.9;36.4;0.3635
1.6;985.0;4.5;227.0;891.0;165.0;875.0;6.0;38.0;0.3584
1.8;1002.0;5.3;252.0;855.0;179.0;892.0;5.8;36.4;0.3385
1.4;938.0;3.7;193.0;937.0;149.0;805.0;5.8;35.4;0.3286
1.1;896.0;2.6;158.0;1033.0;126.0;782.0;5.4;36.6;0.3304
1.0;907.0;2.4;150.0;1052.0;120.0;782.0;5.1;37.9;0.3358
1.1;902.0;2.4;130.0;1049.0;110.0;777.0;4.8;38.0;0.33
1.0;885.0;2.0;104.0;1072.0;92.0;760.0;4.5;38.1;0.3249
0.8;863.0;1.5;86.0;1119.0;78.0;749.0;4.3;38.1;0.3207
0.6;861.0;1.2;180.0;1141.0;113.09125081011017;738.0;3.9;39.9;0.325
0.6;852.0;0.8;67.0;1187.0;65.0;726.0;3.8;41.0;0.3327
0.6;879.0;1.0;75.0;1147.0;73.0;753.0;3.3;44.6;0.3499
0.6;900.0;1.3;97.0;1090.0;85.0;780.0;3.6;44.5;0.3574
0.8;963.0;2.4;177.0;980.0;133.0;837.0;3.4;47.0;0.3713
2.3;1183.0;8.7;433.0;675.0;246.0;1037.0;2.9;49.5;0.3775
2.8;1161.0;10.5;471.0;639.0;281.0;1067.0;5.6;40.5;0.3704
2.1;1102.0;7.9;346.0;720.0;222.0;969.0;7.5;33.8;0.352
1.7;1029.0;6.5;262.0;771.0;182.0;897.0;10.8;25.2;0.3251
1.4;973.0;5.7;221.0;845.0;154.0;845.0;12.9;20.6;0.3045
1.6;981.0;6.2;265.0;807.0;168.0;876.0;12.2;21.4;0.3033
1.4;960.0;5.4;219.0;842.0;149.0;868.0;12.0;21.9;0.3069
1.3;973.0;4.9;235.0;862.0;156.0;865.0;12.2;24.0;0.3392
1.4;968.0;5.0;227.0;843.0;156.0;863.0;12.0;24.3;0.3393
1.7;1022.0;6.9;285.0;771.0;187.0;941.0;10.5;27.8;0.3525
1.9;1067.0;7.5;291.0;740.0;194.0;989.0;8.7;33.9;0.3832
2.3;1101.0;8.2;295.0;707.0;204.0;1025.0;7.8;37.6;0.4004
2.0;1081.0;7.7;243.0;720.0;174.0;1017.0;7.2;39.4;0.4032
1.6;988.0;4.5;209.0;843.0;154.0;906.0;7.1;39.6;0.4019
1.0;932.0;2.7;147.0;980.0;117.0;842.0;7.1;39.6;0.4001
0.9;923.0;2.3;117.0;1028.0;98.0;831.0;7.2;39.3;0.4004
0.9;915.0;2.1;105.0;1045.0;90.0;813.0;6.9;39.6;0.3966
0.9;879.0;1.4;84.0;1129.0;74.0;785.0;7.0;39.8;0.4006
0.5;852.0;0.8;51.0;1275.0;49.0;761.0;7.1;40.5;0.409
0.4;844.0;0.6;180.0;1378.0;113.09125081011017;748.0;6.9;40.9;0.4091
0.5;878.0;1.0;54.0;1182.0;54.0;782.0;6.0;42.9;0.404
0.6;910.0;1.3;74.0;1102.0;69.0;802.0;6.4;42.7;0.4126
0.6;918.0;1.6;114.0;1062.0;92.0;817.0;6.1;43.6;0.4129
1.0;991.0;3.0;228.0;944.0;146.0;885.0;5.9;45.1;0.4211
2.1;1223.0;10.0;455.0;658.0;224.0;1120.0;6.0;46.4;0.4367
2.9;1277.0;15.1;493.0;543.0;253.0;1268.0;6.6;43.7;0.4273
2.2;1114.0;8.6;410.0;689.0;225.0;1022.0;8.7;36.3;0.4074
1.6;1088.0;6.9;277.0;729.0;180.0;996.0;10.5;33.4;0.4246
1.8;1064.0;7.6;340.0;727.0;194.0;979.0;11.4;27.8;0.3748
1.5;1047.0;6.9;238.0;753.0;158.0;959.0;12.7;27.4;0.4011
2.2;1075.0;8.5;323.0;726.0;184.0;992.0;13.3;23.3;0.354
1.6;973.0;5.3;286.0;858.0;165.0;844.0;13.9;20.7;0.3271
1.5;942.0;4.4;271.0;912.0;156.0;800.0;13.6;20.0;0.3093
1.8;1099.8331664998332;8.2;276.0;806.0;172.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.8;1099.8331664998332;8.2;295.0;806.0;194.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.3;1099.8331664998332;8.2;340.0;806.0;208.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.9;1099.8331664998332;8.2;275.0;806.0;187.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.9;1099.8331664998332;8.2;293.0;806.0;187.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.1;1099.8331664998332;8.2;157.0;806.0;127.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
0.9;1099.8331664998332;8.2;133.0;806.0;107.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
0.8;1099.8331664998332;8.2;120.0;806.0;99.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
0.9;1099.8331664998332;8.2;122.0;806.0;100.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
0.7;1099.8331664998332;8.2;80.0;806.0;73.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
0.8;1099.8331664998332;8.2;180.0;806.0;113.09125081011017;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.8;1099.8331664998332;8.2;88.0;806.0;83.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
0.7;1099.8331664998332;8.2;109.0;806.0;92.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
0.6;1099.8331664998332;8.2;120.0;806.0;100.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.0;1099.8331664998332;8.2;233.0;806.0;149.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.7;1099.8331664998332;8.2;394.0;806.0;231.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.7;1099.8331664998332;8.2;424.0;806.0;245.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
3.3;1099.8331664998332;8.2;446.0;806.0;203.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.1;1099.8331664998332;8.2;266.0;806.0;165.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.0;1099.8331664998332;8.2;261.0;806.0;168.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.0;1099.8331664998332;8.2;220.0;806.0;151.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.3;1099.8331664998332;8.2;241.0;806.0;152.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.0;1099.8331664998332;8.2;208.0;806.0;144.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.1;1099.8331664998332;8.2;215.0;806.0;148.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.3;1099.8331664998332;8.2;257.0;806.0;176.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
3.1;1099.8331664998332;8.2;355.0;806.0;209.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
3.9;1099.8331664998332;8.2;415.0;806.0;240.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
3.8;1099.8331664998332;8.2;349.0;806.0;223.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.9;1099.8331664998332;8.2;254.0;806.0;187.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.2;1099.8331664998332;8.2;228.0;806.0;157.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.9;1099.8331664998332;8.2;156.0;806.0;123.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.0;1099.8331664998332;8.2;161.0;806.0;126.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.8;1099.8331664998332;8.2;123.0;806.0;106.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.6;1099.8331664998332;8.2;108.0;806.0;95.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.5;1099.8331664998332;8.2;180.0;806.0;113.09125081011017;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.4;1099.8331664998332;8.2;95.0;806.0;87.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.5;1099.8331664998332;8.2;102.0;806.0;88.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.7;1099.8331664998332;8.2;178.0;806.0;134.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.9;1099.8331664998332;8.2;214.0;806.0;156.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
3.3;1099.8331664998332;8.2;492.0;806.0;247.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
3.8;1099.8331664998332;8.2;540.0;806.0;289.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
4.3;1099.8331664998332;8.2;604.0;806.0;250.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
3.7;1099.8331664998332;8.2;646.0;806.0;232.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.7;1099.8331664998332;8.2;418.0;806.0;185.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.2;1099.8331664998332;8.2;250.0;806.0;147.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.4;1099.8331664998332;8.2;226.0;806.0;128.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.2;1099.8331664998332;8.2;271.0;806.0;131.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.3;1099.8331664998332;8.2;288.0;806.0;135.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.6;1099.8331664998332;8.2;299.0;806.0;149.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
4.2;1099.8331664998332;8.2;534.0;806.0;209.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
6.2;1099.8331664998332;8.2;687.0;806.0;243.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
8.4;1099.8331664998332;8.2;1028.0;806.0;276.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
4.5;1099.8331664998332;8.2;605.0;806.0;225.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.7;1099.8331664998332;8.2;345.0;806.0;194.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.4;1099.8331664998332;8.2;255.0;806.0;164.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.3;1099.8331664998332;8.2;211.0;806.0;148.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.2;1099.8331664998332;8.2;190.0;806.0;136.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
2.0;1099.8331664998332;8.2;149.0;806.0;116.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.6;1099.8331664998332;8.2;180.0;806.0;113.09125081011017;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.6;1099.8331664998332;8.2;107.0;806.0;91.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.5;1099.8331664998332;8.2;98.0;806.0;87.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.7;1099.8331664998332;8.2;183.0;806.0;123.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
1.8;1099.8331664998332;8.2;224.0;806.0;152.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
3.8;1099.8331664998332;8.2;589.0;806.0;267.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
5.9;1099.8331664998332;8.2;700.0;806.0;296.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
5.4;1099.8331664998332;8.2;747.0;806.0;291.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
4.7;1099.8331664998332;8.2;746.0;806.0;276.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
4.3;1099.8331664998332;8.2;702.0;806.0;250.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
5.4;1099.8331664998332;8.2;723.0;806.0;251.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
5.8;1099.8331664998332;8.2;872.0;806.0;275.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
6.1;1099.8331664998332;8.2;1054.0;806.0;312.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
7.1;1099.8331664998332;8.2;1218.0;806.0;340.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
6.6;1099.8331664998332;8.2;1227.0;806.0;326.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
6.5;1099.8331664998332;8.2;1061.0;806.0;284.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
7.1;1099.8331664998332;8.2;1075.0;806.0;289.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
4.9;1099.8331664998332;8.2;641.0;806.0;215.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635
4.0;1521.0;16.8;490.0;476.0;207.0;1400.0;8.5;50.9;0.5664
4.0;1428.0;13.0;550.0;526.0;213.0;1268.0;8.3;53.3;0.5843
3.6;1463.0;12.6;422.0;530.0;192.0;1279.0;7.1;58.1;0.5885
4.2;1494.0;14.2;541.0;504.0;211.0;1313.0;5.8;64.3;0.5964
4.3;1462.0;12.9;599.0;522.0;229.0;1274.0;5.3;66.8;0.5979
3.6;1326.0;9.7;490.0;578.0;216.0;1174.0;5.0;66.6;0.5871
2.5;1185.0;5.9;180.0;685.0;113.09125081011017;1051.0;5.0;66.3;0.5811
1.8;1154.0;5.5;223.0;709.0;146.0;1065.0;5.1;65.9;0.5827
1.4;1175.0;6.6;214.0;670.0;136.0;1087.0;4.1;69.0;0.5735
1.4;1203.0;7.3;274.0;641.0;156.0;1103.0;4.6;67.6;0.5778
1.6;1250.0;8.8;338.0;620.0;176.0;1144.0;5.2;65.5;0.5836
2.3;1321.0;11.9;496.0;562.0;224.0;1263.0;6.0;62.8;0.5929
2.4;1323.0;12.0;433.0;550.0;207.0;1290.0;7.1;59.3;0.6005
2.7;1381.0;11.9;496.0;541.0;221.0;1307.0;7.8;58.0;0.6136
3.4;1480.0;16.2;615.0;498.0;229.0;1382.0;9.0;54.7;0.6271
3.1;1485.0;17.6;551.0;477.0;208.0;1450.0;10.0;53.1;0.6495
3.6;1522.0;17.6;575.0;470.0;207.0;1488.0;10.8;52.0;0.6738
3.8;1570.0;17.5;575.0;468.0;216.0;1448.0;11.0;51.4;0.6746
3.3;1507.0;15.7;574.0;488.0;224.0;1392.0;11.0;51.4;0.6725
3.4;1540.0;16.7;582.0;475.0;225.0;1440.0;10.9;52.0;0.6796
3.7;1556.0;17.1;658.0;472.0;227.0;1435.0;11.1;52.0;0.6869
4.6;1707.0;23.0;851.0;416.0;248.0;1637.0;11.0;53.6;0.7033
5.0;1766.0;24.6;903.0;404.0;251.0;1659.0;11.0;55.1;0.7221
5.7;1846.0;26.8;952.0;389.0;265.0;1712.0;11.4;55.4;0.7471
5.2;1795.0;23.2;894.0;410.0;262.0;1609.0;11.1;56.9;0.7506
5.0;1755.0;22.0;839.0;417.0;241.0;1587.0;10.2;60.0;0.7461
4.5;1738.0;20.4;743.0;424.0;231.0;1543.0;10.1;59.9;0.7379
4.1;1712.0;18.0;671.0;443.0;229.0;1488.0;9.9;63.2;0.7706
4.1;1751.0;18.5;689.0;435.0;221.0;1541.0;9.4;73.4;0.8662
3.1;1574.0;13.3;478.0;497.0;180.0;1451.0;9.4;77.7;0.9203
2.7;1458.0;11.3;180.0;530.0;113.09125081011017;1413.0;9.6;78.7;0.9429
2.8;1515.0;12.5;345.0;508.0;140.0;1430.0;8.9;81.3;0.9277
2.9;1491.0;11.5;373.0;515.0;153.0;1387.0;8.5;82.9;0.9243
2.6;1453.0;10.9;324.0;534.0;150.0;1348.0;8.3;84.0;0.9234
2.6;1443.0;10.7;341.0;542.0;145.0;1356.0;8.1;85.0;0.9221
2.8;1473.0;11.9;424.0;522.0;149.0;1420.0;8.7;83.7;0.9423
3.3;1548.0;13.4;522.0;491.0;155.0;1477.0;9.5;82.4;0.976
3.2;1586.0;13.0;492.0;495.0;158.0;1473.0;11.0;78.2;1.022
3.3;1488.0;11.2;492.0;533.0;188.0;1456.0;14.1;67.9;1.0859
1.5;1220.0;5.5;204.0;675.0;154.0;1310.0;16.3;56.6;1.0422
1.2;1198.0;4.9;142.0;698.0;107.0;1277.0;18.7;48.0;1.0259
1.1;1168.0;6.5;118.0;666.0;92.0;1278.0;19.5;39.3;0.882
1.7;1149.0;8.4;126.0;616.0;106.0;1293.0;19.9;34.1;0.782
1.0;1052.0;4.4;115.0;799.0;90.0;1109.0;19.4;32.4;0.7239
1.0;1053.0;4.3;137.0;789.0;100.0;1081.0;17.1;35.8;0.6944
2.6;1238.0;11.6;212.0;583.0;132.0;1388.0;15.5;40.7;0.7103
2.5;1188.0;9.0;354.0;658.0;211.0;1234.0;14.8;42.8;0.7182
2.1;1150.0;7.8;331.0;684.0;179.0;1198.0;13.9;43.8;0.6937
1.0;984.0;3.7;141.0;881.0;116.0;1032.0;13.7;42.9;0.6687
1.3;1111.0;5.3;228.0;760.0;143.0;1137.0;12.5;47.8;0.6877
1.5;1131.0;5.6;228.0;728.0;142.0;1173.0;11.8;53.4;0.7366
1.4;1115.0;5.3;203.0;749.0;135.0;1158.0;10.9;55.9;0.7312
1.6;1133.0;6.0;215.0;708.0;136.0;1182.0;10.1;58.9;0.7301
1.1;1024.0;4.0;142.0;798.0;109.0;1120.0;9.8;61.2;0.7413
0.7;968.0;2.8;180.0;891.0;113.09125081011017;1080.0;8.4;67.1;0.7411
0.5;923.0;1.8;66.0;994.0;62.0;1024.0;8.3;67.2;0.7382
0.4;902.0;1.5;54.0;1063.0;49.0;1024.0;7.7;68.9;0.728
0.7;995.0;2.9;121.0;895.0;81.0;1053.0;6.9;70.0;0.6997
0.7;858.0;2.2;141.0;1054.0;104.0;857.0;9.0;37.3;0.4297
2.3;1233.0;11.4;388.0;619.0;176.0;1257.0;9.4;44.9;0.5296
2.5;1140.0;9.5;366.0;627.0;193.0;1175.0;10.3;45.4;0.5666
1.7;1096.0;11.6;254.0;635.0;168.0;1043.0;11.5;39.6;0.5372
2.5;1295.0;33.9;164.0;477.0;123.0;1013.0;11.7;36.9;0.506
2.1;926.0;7.6;142.0;744.0;111.0;913.0;11.8;36.2;0.4999
1.1;970.0;7.0;162.0;748.0;120.0;990.0;12.0;38.7;0.5402
1.3;960.0;6.9;177.0;782.0;123.0;967.0;13.7;30.3;0.4724
1.1;941.0;5.8;157.0;823.0;115.0;917.0;12.6;30.6;0.4443
1.1;921.0;5.2;162.0;850.0;120.0;885.0;13.0;27.4;0.4085
1.4;940.0;6.4;209.0;823.0;140.0;901.0;13.6;22.7;0.3529
2.3;1036.0;11.9;304.0;694.0;185.0;1044.0;11.8;23.0;0.3171
4.2;1102.0;17.4;484.0;609.0;212.0;1136.0;10.7;19.9;0.2547
3.5;1035.0;14.7;399.0;670.0;200.0;1018.0;10.4;18.0;0.2269
3.0;990.0;10.0;390.0;751.0;191.0;928.0;9.7;20.6;0.2488
1.7;950.0;6.6;287.0;834.0;169.0;878.0;9.4;24.8;0.2923
1.6;988.0;6.6;202.0;803.0;139.0;936.0;8.8;31.2;0.3533
1.0;884.0;3.1;126.0;982.0;102.0;813.0;8.7;31.2;0.3521
0.8;840.0;2.2;87.0;1081.0;76.0;766.0;8.5;30.4;0.3391
0.6;814.0;1.3;59.0;1228.0;56.0;740.0;8.0;32.9;0.353
0.4;821.0;1.1;180.0;1235.0;113.09125081011017;762.0;7.1;37.4;0.3799
1.8;802.0;0.5;31.0;1413.0;30.0;738.0;6.9;39.1;0.3901
0.3;805.0;0.5;28.0;1491.0;28.0;738.0;6.9;39.8;0.3966
0.4;850.0;1.3;64.0;1183.0;56.0;780.0;6.1;40.8;0.3868
0.5;913.0;2.5;123.0;1018.0;94.0;834.0;6.0;41.5;0.3896
1.5;1047.0;6.7;363.0;784.0;196.0;979.0;6.1;39.9;0.3781
2.1;1055.0;8.0;416.0;731.0;220.0;1017.0;6.5;39.5;0.3865
1.6;974.0;5.3;286.0;832.0;168.0;905.0;9.4;32.7;0.3855
1.0;863.0;3.3;198.0;993.0;133.0;776.0;11.3;24.9;0.3318
1.2;889.0;4.4;216.0;942.0;134.0;801.0;12.8;19.8;0.2933
1.3;906.0;5.5;211.0;893.0;138.0;837.0;12.3;19.3;0.274
1.4;874.0;4.8;199.0;918.0;135.0;792.0;12.0;19.3;0.2716
1.0;849.0;3.5;161.0;1015.0;111.0;741.0;11.9;19.2;0.2677
